Mês,País Importado,Produto,Via,FOB (US$)
4,Tailândia,Produtos cerâmicos,MARITIMA,86852
5,Malásia,Vidro e suas obras,MARITIMA,86851
9,China,"Vestuário e seus acessórios, exceto de Malha",AEREA,86808
9,Itália,Cobre e suas obras,MARITIMA,86801
6,Peru,Preparações alimentícias diversas,MARITIMA,86797
7,Áustria,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,86759
2,Eslováquia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,86740
3,Suécia,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",MARITIMA,86651
2,Suécia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,86633
3,França,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,86607
10,Tailândia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,86590
9,Reino Unido,Vidro e suas obras,MARITIMA,86557
3,Turquia,Armas e munições; suas partes e acessórios,MARITIMA,86527
2,Espanha,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,86451
8,Bolívia,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",RODOVIARIA,86444
10,Índia,Produtos cerâmicos,RODOVIARIA,86422
3,Malásia,Obras diversas de metais comuns,MARITIMA,86400
2,Uruguai,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",MARITIMA,86395
8,México,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",AEREA,86394
11,Hong Kong,Produtos para fotografia e cinematografia,MARITIMA,86386
4,Estados Unidos,Borracha e suas obras,AEREA,86367
7,Malásia,Obras diversas de metais comuns,MARITIMA,86353
4,Malásia,Obras diversas de metais comuns,MARITIMA,86342
1,Malásia,Produtos para fotografia e cinematografia,MARITIMA,86338
5,Malásia,Obras diversas de metais comuns,MARITIMA,86337
5,Índia,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,MARITIMA,86334
5,Reino Unido,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,86330
4,Indonésia,Açúcares e produtos de confeitaria,MARITIMA,86320
4,Alemanha,Obras diversas de metais comuns,MARITIMA,86319
12,Singapura,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,86301
10,Malásia,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,86289
2,Polônia,Vidro e suas obras,MARITIMA,86257
7,Itália,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",MARITIMA,86251
9,Estados Unidos,Obras diversas de metais comuns,MARITIMA,86222
4,Uruguai,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,RODOVIARIA,86206
3,Alemanha,Cobre e suas obras,MARITIMA,86186
1,México,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,86181
12,Países Baixos (Holanda),Produtos diversos das indústrias químicas,MARITIMA,86162
1,Tailândia,Obras diversas de metais comuns,MARITIMA,86128
7,Vietnã,"Obras de ferro fundido, ferro ou aço",MARITIMA,86126
3,China,Obras de espartaria ou de cestaria,MARITIMA,86120
6,Tailândia,Produtos químicos orgânicos,MARITIMA,86089
11,Catar,Plásticos e suas obras,MARITIMA,86045
10,Estados Unidos,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",AEREA,86041
12,China,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,85999
4,Portugal,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,85998
11,Hong Kong,Obras diversas de metais comuns,MARITIMA,85962
1,Hungria,Borracha e suas obras,MARITIMA,85910
10,Peru,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",MARITIMA,85894
12,Tailândia,"Vestuário e seus acessórios, de malha",MARITIMA,85882
9,Argentina,Açúcares e produtos de confeitaria,RODOVIARIA,85866
7,Taiwan (Formosa),Produtos para fotografia e cinematografia,MARITIMA,85849
12,Hong Kong,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,85832
9,França,Plásticos e suas obras,AEREA,85829
10,França,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,85828
1,Canadá,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",MARITIMA,85787
9,Tailândia,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",MARITIMA,85749
12,Uruguai,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",RODOVIARIA,85733
7,Canadá,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,85732
11,Estados Unidos,Obras diversas de metais comuns,AEREA,85705
6,Malásia,Alumínio e suas obras,MARITIMA,85616
1,Paquistão,Borracha e suas obras,MARITIMA,85604
8,Índia,Obras diversas,MARITIMA,85540
12,Estados Unidos,Obras diversas de metais comuns,MARITIMA,85529
10,China,Vidro e suas obras,AEREA,85528
7,Itália,"Madeira, carvão vegetal e obras de madeira",MARITIMA,85527
8,Turquia,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,85485
1,Portugal,Frutas; cascas de frutos cítricos e de melões,MARITIMA,85453
12,França,Frutas; cascas de frutos cítricos e de melões,MARITIMA,85430
4,Filipinas,"Gomas, resinas e outros sucos e extratos vegetais",MARITIMA,85372
8,Filipinas,"Gomas, resinas e outros sucos e extratos vegetais",MARITIMA,85364
7,Zâmbia,Outros metais comuns; ceramais (cermets); obras dessas matérias,MARITIMA,85354
2,França,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,85294
12,China,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,85262
3,Paraguai,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",RODOVIARIA,85220
12,Paraguai,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",RODOVIARIA,85216
11,Alemanha,Obras diversas,MARITIMA,85214
5,China,Alumínio e suas obras,AEREA,85210
1,Reino Unido,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,85185
9,Finlândia,"Ferro fundido, ferro e aço",MARITIMA,85149
12,Portugal,"Ferro fundido, ferro e aço",MARITIMA,85139
5,Argentina,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,RODOVIARIA,85074
5,Venezuela,Plásticos e suas obras,MARITIMA,85071
11,Paraguai,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,RODOVIARIA,85049
11,Coreia do Sul,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,85008
5,Taiwan (Formosa),"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,84992
5,Estados Unidos,Armas e munições; suas partes e acessórios,AEREA,84900
1,Turquia,Vidro e suas obras,MARITIMA,84893
7,Suíça,"Obras de ferro fundido, ferro ou aço",AEREA,84883
5,Paraguai,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,RODOVIARIA,84875
4,Itália,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,84761
12,Malásia,Obras diversas de metais comuns,MARITIMA,84741
2,Hong Kong,Filamentos sintéticos ou artificiais,MARITIMA,84737
10,Polônia,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,84670
11,Estados Unidos,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,84664
3,Singapura,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,84643
1,África do Sul,"Obras de ferro fundido, ferro ou aço",MARITIMA,84589
10,Países Baixos (Holanda),"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,84569
7,Polônia,"Madeira, carvão vegetal e obras de madeira",MARITIMA,84564
11,Estados Unidos,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,84561
10,Áustria,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,84546
3,Turquia,Vidro e suas obras,MARITIMA,84481
6,Espanha,"Obras de ferro fundido, ferro ou aço",MARITIMA,84471
8,Itália,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,84447
5,África do Sul,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",MARITIMA,84437
3,Estados Unidos,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",AEREA,84293
10,Alemanha,Produtos químicos orgânicos,RODOVIARIA,84267
9,Zâmbia,Outros metais comuns; ceramais (cermets); obras dessas matérias,MARITIMA,84258
3,Belarus,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,84232
12,Romênia,Plásticos e suas obras,MARITIMA,84228
8,Canadá,Produtos diversos das indústrias químicas,AEREA,84214
11,Eslováquia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,84200
11,Japão,Produtos diversos das indústrias químicas,MARITIMA,84194
10,Taiwan (Formosa),"Ferro fundido, ferro e aço",MARITIMA,84192
5,Argentina,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",RODOVIARIA,84153
2,Índia,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,84118
3,Canadá,Cereais,MARITIMA,84118
2,Itália,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,84109
1,Rússia,Outros metais comuns; ceramais (cermets); obras dessas matérias,MARITIMA,84079
2,Turquia,Obras diversas,MARITIMA,84065
9,Turquia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,84017
2,Itália,"Obras de ferro fundido, ferro ou aço",AEREA,83978
2,África do Sul,Plásticos e suas obras,MARITIMA,83889
8,Alemanha,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,MARITIMA,83884
12,Paraguai,Algodão,RODOVIARIA,83880
12,Japão,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,83868
6,Malásia,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,83862
6,Índia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,83856
5,Emirados Árabes Unidos,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,83834
7,Dinamarca,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,83830
12,Espanha,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",MARITIMA,83823
5,Portugal,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,83781
12,Malásia,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,83741
4,Alemanha,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,83741
5,Bulgária,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,83738
5,Bulgária,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",MARITIMA,83733
5,Índia,Açúcares e produtos de confeitaria,MARITIMA,83718
2,Bélgica,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,83713
12,Suíça,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,83686
12,Hong Kong,Obras diversas,MARITIMA,83685
9,Índia,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,MARITIMA,83623
11,Guatemala,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,83622
9,Malásia,Instrumentos musicais; suas partes e acessórios,MARITIMA,83615
6,Países Baixos (Holanda),"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,83602
11,Tailândia,Filamentos sintéticos ou artificiais,MARITIMA,83561
7,Taiwan (Formosa),"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,83525
2,África do Sul,Produtos diversos das indústrias químicas,MARITIMA,83458
3,Índia,Açúcares e produtos de confeitaria,MARITIMA,83456
6,"Tcheca, República",Borracha e suas obras,MARITIMA,83450
7,Argentina,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,83433
9,Uruguai,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,RODOVIARIA,83410
7,Paraguai,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",RODOVIARIA,83400
7,Tailândia,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,83369
1,Camboja,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,83358
7,Suíça,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,83328
11,Países Baixos (Holanda),Produtos diversos das indústrias químicas,MARITIMA,83309
12,Espanha,Vidro e suas obras,MARITIMA,83291
6,Estados Unidos,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,83289
4,Israel,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,83256
3,Paquistão,Vidro e suas obras,MARITIMA,83215
12,Áustria,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,83209
8,Índia,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",MARITIMA,83195
3,Israel,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,83184
2,Canadá,"Obras de ferro fundido, ferro ou aço",MARITIMA,83157
8,Eslovênia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,83086
4,Eslováquia,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,83057
3,Israel,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,83055
10,Itália,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,83035
11,Suíça,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,83006
4,Irlanda,Produtos diversos das indústrias químicas,AEREA,83005
4,México,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,83001
6,Mianmar,"Madeira, carvão vegetal e obras de madeira",MARITIMA,82995
2,Canadá,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",MARITIMA,82976
1,Brasil,Tabaco e seus sucedâneos manufaturados,MARITIMA,82965
4,Índia,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,MARITIMA,82947
2,Alemanha,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,82924
2,Canadá,Alumínio e suas obras,MARITIMA,82921
4,Índia,Açúcares e produtos de confeitaria,MARITIMA,82908
1,México,Preparações alimentícias diversas,MARITIMA,82901
7,Israel,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,82874
9,Romênia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,82873
1,Estados Unidos,Instrumentos musicais; suas partes e acessórios,MARITIMA,82863
10,Noruega,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,82819
3,Suécia,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,82813
7,Itália,"Ferro fundido, ferro e aço",MARITIMA,82765
6,Vietnã,Obras diversas,MARITIMA,82764
2,Alemanha,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,82745
1,Áustria,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,82713
1,Países Baixos (Holanda),"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,82686
10,Filipinas,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,82601
3,Áustria,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,82597
5,Alemanha,Borracha e suas obras,AEREA,82586
1,"Tcheca, República","Obras de ferro fundido, ferro ou aço",MARITIMA,82582
10,Vietnã,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,82534
9,Taiwan (Formosa),"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,82533
11,Colômbia,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",MARITIMA,82522
10,Países Baixos (Holanda),"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,82467
3,Paraguai,"Vestuário e seus acessórios, de malha",RODOVIARIA,82441
1,Coreia do Sul,Cobre e suas obras,MARITIMA,82307
1,Estados Unidos,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,MARITIMA,82305
7,França,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,82299
11,Peru,Tecidos de malha,AEREA,82287
3,Hong Kong,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,82277
2,Estados Unidos,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,82213
12,Índia,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,82174
10,China,Produtos químicos orgânicos,RODOVIARIA,82171
2,Alemanha,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,82144
8,Hungria,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,82109
10,França,Produtos diversos das indústrias químicas,AEREA,82082
8,Alemanha,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",AEREA,82073
3,Estados Unidos,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,82028
4,China,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,81958
2,Coreia do Sul,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,81819
2,Dinamarca,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,81795
5,França,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,81794
11,Irlanda,Produtos farmacêuticos,AEREA,81789
11,Malásia,Instrumentos musicais; suas partes e acessórios,MARITIMA,81786
3,Itália,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",MARITIMA,81757
12,Portugal,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,81757
10,"Tcheca, República",Armas e munições; suas partes e acessórios,AEREA,81739
10,Alemanha,Obras diversas,MARITIMA,81727
11,Canadá,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,81699
7,Suíça,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",AEREA,81681
4,Estados Unidos,Instrumentos musicais; suas partes e acessórios,MARITIMA,81568
1,Nova Zelândia,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,81567
2,Bulgária,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,81561
9,Japão,Borracha e suas obras,MARITIMA,81512
1,Estados Unidos,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,81494
9,Itália,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,81455
9,Arábia Saudita,Borracha e suas obras,MARITIMA,81421
10,Dinamarca,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,81363
2,China,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,81336
10,Colômbia,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,81333
3,África do Sul,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,81322
12,Canadá,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,81322
9,China,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,81299
3,Taiwan (Formosa),"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,81277
8,Alemanha,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,81225
2,Paraguai,"Fibras sintéticas ou artificiais, descontínuas",RODOVIARIA,81198
6,França,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,81169
1,Eslovênia,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,81156
11,Suécia,"Obras de ferro fundido, ferro ou aço",AEREA,81107
10,Indonésia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,81095
9,Vietnã,Vidro e suas obras,MARITIMA,81078
10,China,Plásticos e suas obras,RODOVIARIA,81075
5,Índia,Cobre e suas obras,MARITIMA,81038
9,Hong Kong,Alumínio e suas obras,MARITIMA,81035
8,França,"Gomas, resinas e outros sucos e extratos vegetais",MARITIMA,80993
10,Peru,"Café, chá, mate e especiarias",MARITIMA,80991
12,Itália,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,80977
12,Irlanda,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,80971
7,Alemanha,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,80929
12,Bélgica,Cacau e suas preparações,MARITIMA,80924
4,Reino Unido,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,80920
8,Panamá,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,MARITIMA,80908
10,Argentina,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",RODOVIARIA,80892
8,Índia,Produtos farmacêuticos,AEREA,80882
3,Egito,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,80882
9,Japão,Obras diversas,MARITIMA,80863
8,Japão,Produtos farmacêuticos,AEREA,80747
8,França,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,80734
12,Coveite (Kuweit),Plásticos e suas obras,MARITIMA,80688
