Mês,País Importado,Produto,Via,FOB (US$)
10,Alemanha,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",RODOVIARIA,3306
10,Japão,Produtos para fotografia e cinematografia,AEREA,3306
10,Bangladesh,"Vestuário e seus acessórios, exceto de Malha",AEREA,3305
6,Países Baixos (Holanda),Borracha e suas obras,AEREA,3303
3,Dinamarca,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",AEREA,3303
1,"Tcheca, República","Obras de ferro fundido, ferro ou aço",AEREA,3300
8,China,Cortiça e suas obras,MARITIMA,3300
10,Bulgária,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",AEREA,3298
8,Nova Zelândia,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",AEREA,3298
3,Hong Kong,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,3297
11,Hong Kong,Obras diversas de metais comuns,AEREA,3296
4,Estados Unidos,"Ferro fundido, ferro e aço",AEREA,3293
1,França,Borracha e suas obras,AEREA,3292
4,Espanha,"Obras de ferro fundido, ferro ou aço",AEREA,3291
2,Malta,Borracha e suas obras,AEREA,3287
2,Hong Kong,"Chapéus e artefatos de uso semelhante, e suas partes",MARITIMA,3285
1,Áustria,Borracha e suas obras,AEREA,3283
5,China,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",AEREA,3283
10,Reino Unido,"Ferro fundido, ferro e aço",AEREA,3282
1,Sérvia,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,3282
8,China,Zinco e suas obras,AEREA,3282
3,México,Alumínio e suas obras,MARITIMA,3280
2,China,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,AEREA,3278
8,Paraguai,Obras diversas de metais comuns,RODOVIARIA,3278
7,Canadá,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,3277
9,Índia,"Vestuário e seus acessórios, de malha",AEREA,3277
11,Indonésia,"Vestuário e seus acessórios, exceto de Malha",MARITIMA,3275
1,Índia,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,3275
11,Singapura,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3274
3,Países Baixos (Holanda),"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,3274
4,Romênia,Vidro e suas obras,MARITIMA,3272
9,Estônia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3269
7,Alemanha,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",MARITIMA,3269
7,Hong Kong,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,3268
11,Hong Kong,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,MARITIMA,3267
7,Taiwan (Formosa),Alumínio e suas obras,AEREA,3265
6,Reino Unido,Obras diversas de metais comuns,AEREA,3264
11,Peru,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,3263
9,Suíça,Obras diversas de metais comuns,AEREA,3263
8,França,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,3263
9,Países Baixos (Holanda),Borracha e suas obras,MARITIMA,3261
4,Alemanha,Plásticos e suas obras,RODOVIARIA,3261
10,Eslovênia,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,3256
11,Colômbia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,3254
4,Vietnã,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,3245
8,"Tcheca, República","Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,3243
4,Lituânia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3243
1,Argentina,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",RODOVIARIA,3242
9,Finlândia,Produtos para fotografia e cinematografia,AEREA,3240
6,Bélgica,Cacau e suas preparações,MARITIMA,3237
2,Rússia,"Obras de ferro fundido, ferro ou aço",MARITIMA,3232
1,Indonésia,"Vestuário e seus acessórios, exceto de Malha",AEREA,3231
10,Liechtenstein,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",AEREA,3229
8,Canadá,"Obras de ferro fundido, ferro ou aço",MARITIMA,3229
3,China,Cortiça e suas obras,MARITIMA,3227
11,Hong Kong,Instrumentos musicais; suas partes e acessórios,MARITIMA,3226
10,Suíça,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",MARITIMA,3226
11,Moldávia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3225
10,Estados Unidos,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",AEREA,3223
1,Dinamarca,Plásticos e suas obras,AEREA,3221
4,Hungria,Borracha e suas obras,AEREA,3219
4,Hong Kong,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",MARITIMA,3219
3,Bélgica,Tecidos de malha,MARITIMA,3219
12,França,Produtos químicos orgânicos,AEREA,3218
2,Áustria,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,MARITIMA,3218
12,Marrocos,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,3216
8,Canadá,Plásticos e suas obras,AEREA,3216
7,Japão,Algodão,MARITIMA,3216
3,Eslovênia,Plásticos e suas obras,MARITIMA,3215
5,Taiwan (Formosa),"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,3215
10,Estados Unidos,Artigos de relojoaria,AEREA,3213
8,Tailândia,Obras diversas,MARITIMA,3212
1,China,"Madeira, carvão vegetal e obras de madeira",AEREA,3210
2,Eslovênia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3209
7,Itália,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,3207
7,Itália,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",AEREA,3207
5,França,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,AEREA,3206
10,Coreia do Sul,Vidro e suas obras,AEREA,3205
2,Áustria,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,3203
10,Nicarágua,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3202
5,Estados Unidos,"Sal; enxofre; terras e pedras; gesso, cal e cimento",AEREA,3201
12,Paquistão,"Vestuário e seus acessórios, de malha",AEREA,3201
9,Índia,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,3201
10,Japão,Produtos químicos orgânicos,AEREA,3200
4,China,Embarcações e estruturas flutuantes,MARITIMA,3199
9,Eslovênia,Plásticos e suas obras,MARITIMA,3198
1,Países Baixos (Holanda),"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",AEREA,3198
2,Taiwan (Formosa),"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",AEREA,3198
6,Vietnã,Alumínio e suas obras,MARITIMA,3197
12,Alemanha,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",AEREA,3196
3,Mianmar,"Vestuário e seus acessórios, de malha",MARITIMA,3195
1,Noruega,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,3194
12,Colômbia,Plásticos e suas obras,AEREA,3192
5,Espanha,Cobre e suas obras,MARITIMA,3189
9,Noruega,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3187
11,Suíça,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",AEREA,3186
3,Singapura,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3186
1,Reino Unido,Alumínio e suas obras,AEREA,3181
11,Letônia,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,3178
2,Noruega,Alumínio e suas obras,MARITIMA,3177
6,Israel,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,3174
12,"Tcheca, República","Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,3173
4,Suíça,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,MARITIMA,3173
3,Bélgica,Borracha e suas obras,AEREA,3170
10,Áustria,Alumínio e suas obras,AEREA,3169
6,Estados Unidos,Instrumentos musicais; suas partes e acessórios,AEREA,3166
7,Filipinas,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3166
3,Polônia,"Obras de ferro fundido, ferro ou aço",AEREA,3161
7,Alemanha,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",AEREA,3161
1,Portugal,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,3160
10,Tailândia,Cereais,MARITIMA,3156
2,El Salvador,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,3156
11,Hong Kong,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,3156
4,Indonésia,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,3153
11,China,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",AEREA,3152
2,Suíça,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",AEREA,3152
1,Dinamarca,"Obras de ferro fundido, ferro ou aço",MARITIMA,3152
10,Coreia do Sul,Plásticos e suas obras,AEREA,3151
8,França,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,3150
11,Argentina,Obras diversas,AEREA,3150
2,Eslováquia,"Obras de ferro fundido, ferro ou aço",AEREA,3146
2,Áustria,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",AEREA,3144
2,Itália,Filamentos sintéticos ou artificiais,AEREA,3143
1,Bulgária,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,3143
10,Suíça,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",AEREA,3141
8,Tailândia,Obras diversas de metais comuns,AEREA,3140
6,Paquistão,Cereais,MARITIMA,3136
12,Países Baixos (Holanda),"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,3129
6,Irlanda,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,3128
11,Brasil,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,3126
6,Japão,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,MARITIMA,3125
10,China,Instrumentos musicais; suas partes e acessórios,AEREA,3125
8,Hungria,Plásticos e suas obras,AEREA,3124
10,Suíça,Borracha e suas obras,AEREA,3121
11,Índia,Cobre e suas obras,AEREA,3120
5,Itália,Outros metais comuns; ceramais (cermets); obras dessas matérias,MARITIMA,3120
12,Rússia,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,3119
2,Nova Zelândia,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,3115
8,Índia,Borracha e suas obras,AEREA,3115
5,Indonésia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,3114
5,Japão,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,3113
3,Índia,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",AEREA,3110
10,Itália,Produtos para fotografia e cinematografia,AEREA,3110
5,Canadá,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,3100
9,"Tcheca, República",Produtos cerâmicos,AEREA,3096
5,Japão,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,3096
4,Mianmar,Obras de espartaria ou de cestaria,MARITIMA,3096
11,Bulgária,Obras diversas de metais comuns,MARITIMA,3094
10,Japão,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",RODOVIARIA,3086
7,Canadá,Alumínio e suas obras,MARITIMA,3086
4,Estados Unidos,Alumínio e suas obras,AEREA,3085
8,Portugal,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,3084
7,Israel,Borracha e suas obras,MARITIMA,3083
11,Turquia,Obras diversas,AEREA,3079
9,Países Baixos (Holanda),"Aeronaves e aparelhos espaciais, e suas partes",AEREA,3075
2,Suíça,Vidro e suas obras,AEREA,3075
3,Espanha,"Ferro fundido, ferro e aço",AEREA,3075
4,Polônia,Obras de espartaria ou de cestaria,MARITIMA,3073
5,Azerbaijão,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,3072
10,Taiwan (Formosa),"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,3071
9,Hungria,Borracha e suas obras,AEREA,3069
10,Indonésia,Instrumentos musicais; suas partes e acessórios,MARITIMA,3067
6,Brasil,Filamentos sintéticos ou artificiais,RODOVIARIA,3065
3,Croácia,"Vestuário e seus acessórios, de malha",AEREA,3063
10,Alemanha,Produtos para fotografia e cinematografia,AEREA,3061
11,Estônia,"Obras de ferro fundido, ferro ou aço",MARITIMA,3060
7,Itália,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",AEREA,3060
5,Taiwan (Formosa),Obras diversas,MARITIMA,3058
3,Países Baixos (Holanda),"Ferro fundido, ferro e aço",AEREA,3056
12,Índia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,AEREA,3050
2,Índia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,AEREA,3047
